Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR6399774,2018-09-20 00:09:37,2017-12-21 00:21:11,97853513,27921295743,97853513,285,9850,GCA_000001405.13,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399774.sralite.1,SRX3492673,chaoexpo34_I6,WGS,MDA,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP127288,PRJNA421162,,421162,SRS2776275,SAMN08215777,simple,655179,air metagenome,chaoexpo34_I6,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA640713,,public,CEF2FA7CA6B642A980D17C56706341CE,C23E170FC4234D6E29C959EF95B432F3
SRR6399566,2018-09-20 00:09:43,2017-12-21 11:16:20,97987593,29133297989,97987593,297,11864,GCA_000001405.13,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399566.sralite.1,SRX3492881,chaoexpo35_I12,WGS,MDA,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP127288,PRJNA421162,,421162,SRS2776480,SAMN08215720,simple,655179,air metagenome,chaoexpo35_I12,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA640713,,public,269C0BC1EEE7C42E04D120281ED93ED0,CFC2D720B98F8CFC03782522D7C1EE7C
SRR6399671,2018-09-20 00:09:40,2017-12-20 22:35:56,57429806,16775995503,57429806,292,7378,GCA_000001405.13,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399671.sralite.1,SRX3492776,chaoexpo35_I15,WGS,MDA,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP127288,PRJNA421162,,421162,SRS2776377,SAMN08215741,simple,655179,air metagenome,chaoexpo35_I15,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA640713,,public,022C3474CCB8CAA82722CA97307A968D,F4F3D394C42881E97F2A7CB131DB7BDC
SRR7365480,2018-09-20 00:09:51,2018-06-19 17:04:40,22566843,6556451577,22566843,290,1985,GCA_000001405.13,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR007/365/SRR7365480.sralite.1,SRX4238414,chaoexpo35_I5,WGS,MDA,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP127288,PRJNA421162,,421162,SRS3435423,SAMN09454471,simple,655179,air metagenome,chaoexpo35_I5,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA724669,,public,1EAE484296CF8B55B13AB0FD88E9CFDA,4D0EDF86D58DF1C4EC76E8D9E48C7CFA
SRR6399754,2018-09-20 00:09:38,2017-12-21 07:11:45,81700038,23925836891,81700038,292,9342,GCA_000001405.13,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399754.sralite.1,SRX3492693,chaoexpo35_I6,WGS,MDA,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP127288,PRJNA421162,,421162,SRS2776296,SAMN08215709,simple,655179,air metagenome,chaoexpo35_I6,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA640713,,public,C5435BF4F642311006C8F9EE40F0229E,364922662E97D26ED00E8503EC8D89F1
SRR6400017,2018-09-20 00:09:46,2017-12-21 03:24:18,85487132,25378877835,85487132,296,10096,GCA_000001405.13,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/400/SRR6400017.sralite.1,SRX3492997,chaoexpo36_I12,WGS,MDA,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP127288,PRJNA421162,,421162,SRS2776594,SAMN08215816,simple,655179,air metagenome,chaoexpo36_I12,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA640713,,public,EAA6CDB20578293EC603D5A332E273A3,A4E19DA18DA5E18596E5BE663C775E45
SRR6399596,2018-09-20 00:09:42,2017-12-21 05:00:22,66441164,19501746161,66441164,293,6815,GCA_000001405.13,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399596.sralite.1,SRX3492851,chaoexpo36_I15,WGS,MDA,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP127288,PRJNA421162,,421162,SRS2776578,SAMN08215826,simple,655179,air metagenome,chaoexpo36_I15,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA640713,,public,E9BC8A106B55D2B244F8EB990A5C82E3,DE6EA6E01A4ABA9394B593C13F4EA177
SRR6399487,2018-09-20 00:09:45,2017-12-20 20:19:31,70466130,20850420042,70466130,295,7925,GCA_000001405.13,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399487.sralite.1,SRX3492960,chaoexpo36_I5,WGS,MDA,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP127288,PRJNA421162,,421162,SRS2776558,SAMN08215753,simple,655179,air metagenome,chaoexpo36_I5,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA640713,,public,0D0C9A7B65E3CE5553180E44C2E31CF3,2467891F123A25464DB622AB03874C7D
SRR6399771,2018-09-20 00:09:37,2017-12-20 23:38:33,66082630,19501239112,66082630,295,6587,GCA_000001405.13,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399771.sralite.1,SRX3492676,chaoexpo36_I6,WGS,MDA,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP127288,PRJNA421162,,421162,SRS2776276,SAMN08215774,simple,655179,air metagenome,chaoexpo36_I6,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA640713,,public,AC8F6A3C4925DC5ED847D1C85D28C716,9B60778B5971142466553EA6E6AE8B9F
SRR6399925,2018-09-20 00:09:48,2017-12-21 09:48:10,82334958,24162743151,82334958,293,11149,GCA_000001405.13,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399925.sralite.1,SRX3493089,chaoexpo37_I12,WGS,MDA,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP127288,PRJNA421162,,421162,SRS2776691,SAMN08215694,simple,655179,air metagenome,chaoexpo37_I12,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA640713,,public,9E8AECEF11A2C36566B56B54BDEA0313,FB3DA4A39F113CB05F0CFF1BE01EC301
SRR6399561,2018-09-20 00:09:43,2017-12-20 20:05:32,27001400,7806339237,27001400,289,3777,GCA_000001405.13,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399561.sralite.1,SRX3492886,chaoexpo37_I15,WGS,MDA,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP127288,PRJNA421162,,421162,SRS2776487,SAMN08215711,simple,655179,air metagenome,chaoexpo37_I15,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA640713,,public,EEF5FABE7A94104122249F8F48F31C67,C833F0E8044D73CC191D5EE0A8AC5F38
SRR7365485,2018-09-20 00:09:51,2018-06-19 14:30:55,58574172,17117950655,58574172,292,7598,GCA_000001405.13,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR007/365/SRR7365485.sralite.1,SRX4238409,chaoexpo37_I5,WGS,MDA,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP127288,PRJNA421162,,421162,SRS3435418,SAMN09454472,simple,655179,air metagenome,chaoexpo37_I5,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA724669,,public,F62BF9FDFF59D163C8CBA9C09047B571,E60BC9D992634459F21657448CEFCBA5
SRR6399926,2018-09-20 00:09:48,2017-12-21 10:04:27,86067799,25258193120,86067799,293,8408,GCA_000001405.13,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399926.sralite.1,SRX3493088,chaoexpo37_I6,WGS,MDA,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP127288,PRJNA421162,,421162,SRS2776689,SAMN08215693,simple,655179,air metagenome,chaoexpo37_I6,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA640713,,public,8C596E2AEE6BFD1CEE4D4D7C2C40B3D7,3A145F49BE2C4BA607B265D58668A430
SRR6399860,2018-09-20 00:09:50,2017-12-21 01:35:56,68781790,20118871673,68781790,292,6902,GCA_000001405.13,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399860.sralite.1,SRX3493154,chaoexpo38_I12,WGS,MDA,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP127288,PRJNA421162,,421162,SRS2776754,SAMN08215736,simple,655179,air metagenome,chaoexpo38_I12,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA640713,,public,39526684729F868ED2EE9E0D3B21FAE5,8666CC16E23D830DDD1CA8698C8F6435
SRR6399486,2018-09-20 00:09:45,2017-12-21 08:20:42,49468670,14570143388,49468670,294,6493,GCA_000001405.13,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399486.sralite.1,SRX3492961,chaoexpo38_I15,WGS,MDA,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP127288,PRJNA421162,,421162,SRS2776560,SAMN08215752,simple,655179,air metagenome,chaoexpo38_I15,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA640713,,public,0444E9FE1730E66179C4F007BA20FC4E,14D95509D48289D0437B7D2BBDB987A4
SRR6399562,2018-09-20 00:09:43,2017-12-21 05:28:57,81370159,23944015261,81370159,294,10962,GCA_000001405.13,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399562.sralite.1,SRX3492885,chaoexpo38_I5,WGS,MDA,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP127288,PRJNA421162,,421162,SRS2776484,SAMN08215712,simple,655179,air metagenome,chaoexpo38_I5,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA640713,,public,107F6FDCDDC0F8914C6987D53DC3225A,D4DAC1195D149A2574882A5ACDC72E61
SRR6399859,2018-09-20 00:09:50,2017-12-21 23:48:49,91219973,26720742346,91219973,292,12346,GCA_000001405.13,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399859.sralite.1,SRX3493155,chaoexpo38_I6,WGS,MDA,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP127288,PRJNA421162,,421162,SRS2776756,SAMN08215735,simple,655179,air metagenome,chaoexpo38_I6,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA640713,,public,232477F4362FCA9735BC60495B013A4E,AE28A12DB49F555B544F777D6D7C4954
SRR6399772,2018-09-20 00:09:37,2017-12-20 23:42:09,74518756,21858961999,74518756,293,10069,GCA_000001405.13,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399772.sralite.1,SRX3492675,chaoexpo39_I12,WGS,MDA,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP127288,PRJNA421162,,421162,SRS2776279,SAMN08215771,simple,655179,air metagenome,chaoexpo39_I12,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA640713,,public,657907A685E41D4A1CFA2D052182FBE4,EFC8C858B556AAEB53CC4D99521CFA81
SRR6399696,2018-09-20 00:09:39,2017-12-20 22:48:49,34142180,9926265352,34142180,290,4664,GCA_000001405.13,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399696.sralite.1,SRX3492751,chaoexpo39_I15,WGS,MDA,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP127288,PRJNA421162,,421162,SRS2776352,SAMN08215798,simple,655179,air metagenome,chaoexpo39_I15,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA640713,,public,9099EC84B0721416A5F5429CD2770376,D6C8ED76EB1D12A996443599DD2DE541
SRR6399491,2018-09-20 00:09:45,2017-12-21 04:31:11,73360592,21418073463,73360592,291,9295,GCA_000001405.13,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR006/399/SRR6399491.sralite.1,SRX3492956,chaoexpo39_I5,WGS,MDA,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP127288,PRJNA421162,,421162,SRS2776556,SAMN08215757,simple,655179,air metagenome,chaoexpo39_I5,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA640713,,public,AA1799B3868FBBA350338997CF280BB2,9395926DBD2C45D5D1A4B1E2192715ED
SRR6399923,2018-09-20 00:09:48,2017-12-21 21:09:25,91542497,26239448618,91542497,286,9841,GCA_000001405.13,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR006/399/SRR6399923.sralite.1,SRX3493091,chaoexpo39_I6,WGS,MDA,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP127288,PRJNA421162,,421162,SRS2776695,SAMN08215770,simple,655179,air metagenome,chaoexpo39_I6,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA640713,,public,315A8F69272D988543CBBCC6957F3A08,87547415E9AAEB7545B0D37EAFF1448F
SRR6399601,2018-09-20 00:09:42,2017-12-21 05:21:36,98082864,28907704567,98082864,294,12176,GCA_000001405.13,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399601.sralite.1,SRX3492846,chaoexpo40_I12,WGS,MDA,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP127288,PRJNA421162,,421162,SRS2776448,SAMN08215829,simple,655179,air metagenome,chaoexpo40_I12,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA640713,,public,75A3CB2EC6C08174EE930B18D805FC55,9B8FD74204F9763AE433C6188941CC6F
SRR6399627,2018-09-20 00:09:41,2017-12-20 21:11:11,44950704,13273998137,44950704,295,5712,GCA_000001405.13,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399627.sralite.1,SRX3492820,chaoexpo40_I15,WGS,MDA,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP127288,PRJNA421162,,421162,SRS2776421,SAMN08215840,simple,655179,air metagenome,chaoexpo40_I15,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA640713,,public,B8A7A407D4A6F743C47C9A660B055429,5E2082E9B1A70D6B2BC14752E65F77E9
SRR6399695,2018-09-20 00:09:39,2017-12-21 05:51:21,62933864,18367985921,62933864,291,8204,GCA_000001405.13,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399695.sralite.1,SRX3492752,chaoexpo40_I5,WGS,MDA,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP127288,PRJNA421162,,421162,SRS2776488,SAMN08215797,simple,655179,air metagenome,chaoexpo40_I5,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA640713,,public,6E3B53B3512A17BB3F896B1BF3435BAB,69050523EDA54553311FF552088FDD03
SRR6400019,2018-09-20 00:09:46,2017-12-21 04:48:01,45208197,13217043534,45208197,292,4809,GCA_000001405.13,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/400/SRR6400019.sralite.1,SRX3492995,chaoexpo40_I6,WGS,MDA,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP127288,PRJNA421162,,421162,SRS2776596,SAMN08215820,simple,655179,air metagenome,chaoexpo40_I6,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA640713,,public,83907BF402C3167C420632D419E26B86,992B685387E8B5DB18ED903B4B4D8762
SRR6399748,2018-09-20 00:09:38,2017-12-20 23:40:45,68959046,20420395905,68959046,296,9144,GCA_000001405.13,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399748.sralite.1,SRX3492699,chaoexpo41_I12,WGS,MDA,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP127288,PRJNA421162,,421162,SRS2776319,SAMN08215703,simple,655179,air metagenome,chaoexpo41_I12,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA640713,,public,CDCE83A214381DBC7797F949B935E1F0,E61A633AADBA9A10EB9E020D064A1B2D
SRR6399855,2018-09-20 00:09:50,2017-12-21 00:32:32,63896558,18873938223,63896558,295,8562,GCA_000001405.13,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399855.sralite.1,SRX3493159,chaoexpo41_I15,WGS,MDA,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP127288,PRJNA421162,,421162,SRS2776761,SAMN08215739,simple,655179,air metagenome,chaoexpo41_I15,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA640713,,public,9638E09C4EB09950E1A0158102B56D39,489736EF8147063DCE54374C8D364BE7
SRR7365484,2018-09-20 00:09:51,2018-06-19 17:31:16,102530764,30058126534,102530764,293,9355,GCA_000001405.13,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR007/365/SRR7365484.sralite.1,SRX4238410,chaoexpo41_I5,WGS,MDA,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP127288,PRJNA421162,,421162,SRS3435419,SAMN09454473,simple,655179,air metagenome,chaoexpo41_I5,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA724669,,public,A659AF8CB631DB632D9FE068506432EB,36DF0BA279D91FF1DEDD0B2EE70685EE
SRR6399928,2018-09-20 00:09:48,2017-12-21 03:31:56,29560040,8530300618,29560040,288,3968,GCA_000001405.13,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399928.sralite.1,SRX3493086,chaoexpo41_I6,WGS,MDA,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP127288,PRJNA421162,,421162,SRS2776687,SAMN08215691,simple,655179,air metagenome,chaoexpo41_I6,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA640713,,public,BE2E849019F58E61945853F53A360345,BADA5EC7490335A19E600CA6985EBE84
SRR6399917,2018-09-20 00:09:48,2017-12-21 03:08:58,52770541,15644833390,52770541,296,6855,GCA_000001405.13,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399917.sralite.1,SRX3493097,chaoexpo42_I12,WGS,MDA,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP127288,PRJNA421162,,421162,SRS2776696,SAMN08215766,simple,655179,air metagenome,chaoexpo42_I12,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA640713,,public,E79AC313B863FE661CB066FAAF9A3156,D52BA08371E9765FADD20A32F46BB671
SRR6399915,2018-09-20 00:09:48,2017-12-21 01:39:59,58739751,17343409925,58739751,295,7518,GCA_000001405.13,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399915.sralite.1,SRX3493099,chaoexpo42_I15,WGS,MDA,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP127288,PRJNA421162,,421162,SRS2776697,SAMN08215768,simple,655179,air metagenome,chaoexpo42_I15,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA640713,,public,C510FEEF7E4158F36E38D9A86A3A6DEA,79217597DE7457747B58314AFDDEA519
SRR6399667,2018-09-20 00:09:40,2017-12-20 21:54:14,84318167,25072812149,84318167,297,10533,GCA_000001405.13,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399667.sralite.1,SRX3492780,chaoexpo42_I5,WGS,MDA,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP127288,PRJNA421162,,421162,SRS2776381,SAMN08215745,simple,655179,air metagenome,chaoexpo42_I5,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA640713,,public,1761FABE0E39292E6E396FFDAA5A04E1,9BC244762D2C3389A41C55F0FCF6BE43
SRR6399918,2018-09-20 00:09:48,2017-12-21 08:58:05,82230985,24441275422,82230985,297,10573,GCA_000001405.13,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399918.sralite.1,SRX3493096,chaoexpo42_I6,WGS,MDA,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP127288,PRJNA421162,,421162,SRS2776698,SAMN08215765,simple,655179,air metagenome,chaoexpo42_I6,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA640713,,public,9E2477C75B88291FC57EA0872F542D77,2145D9B69157877C0C113FC689D3E417
SRR6399873,2018-09-20 00:09:49,2017-12-21 02:48:56,42947287,12629508234,42947287,294,4733,GCA_000001405.13,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399873.sralite.1,SRX3493141,chaoexpo43_I12,WGS,MDA,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP127288,PRJNA421162,,421162,SRS2776741,SAMN08215804,simple,655179,air metagenome,chaoexpo43_I12,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA640713,,public,B018A78E1B722216C9BB895A090F06A6,389F160384CC756BC5FE78ACEA579646
SRR6400015,2018-09-20 00:09:46,2017-12-21 04:47:11,53446995,15808680843,53446995,295,5756,GCA_000001405.13,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/400/SRR6400015.sralite.1,SRX3492999,chaoexpo43_I15,WGS,MDA,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP127288,PRJNA421162,,421162,SRS2776597,SAMN08215818,simple,655179,air metagenome,chaoexpo43_I15,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA640713,,public,47FA5B9082A574F986016A1E8ACCF800,D3F48F6E2DC1AB4FC0272FE21513BCB8
SRR6399773,2018-09-20 00:09:37,2017-12-20 20:27:54,33119687,9823687200,33119687,296,3842,GCA_000001405.13,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399773.sralite.1,SRX3492674,chaoexpo43_I5,WGS,MDA,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP127288,PRJNA421162,,421162,SRS2776278,SAMN08215772,simple,655179,air metagenome,chaoexpo43_I5,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA640713,,public,52F5E0477D0598548F3893BD506E7294,2C9AA0A2E549CF42430956C44D22D9C3
SRR6399780,2018-09-20 00:09:37,2017-12-26 13:02:40,32277428,9566358855,32277428,296,3868,GCA_000001405.13,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399780.sralite.1,SRX3492667,chaoexpo43_I6,WGS,MDA,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP127288,PRJNA421162,,421162,SRS2776270,SAMN08215791,simple,655179,air metagenome,chaoexpo43_I6,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA640713,,public,D8A221B4D7897985BF1A66A0A44C2F28,FA4C6F3DC504763CD2648E38F326E697
SRR6399529,2018-09-20 00:09:44,2017-12-20 20:47:53,98285996,29261905892,98285996,297,11441,GCA_000001405.13,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399529.sralite.1,SRX3492918,chaoexpo44_I12,WGS,MDA,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP127288,PRJNA421162,,421162,SRS2776519,SAMN08215864,simple,655179,air metagenome,chaoexpo44_I12,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA640713,,public,CD97C63C2D69A5B8FF3EF8C10D9285D9,6298ADD015207B73E5756E1372A09B88
SRR6399973,2018-09-20 00:09:47,2017-12-21 02:59:54,77746650,23139038930,77746650,297,9126,GCA_000001405.13,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399973.sralite.1,SRX3493041,chaoexpo44_I15,WGS,MDA,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP127288,PRJNA421162,,421162,SRS2776643,SAMN08215869,simple,655179,air metagenome,chaoexpo44_I15,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA640713,,public,ECA5353E355233858A8C1E768AE84676,2DFD8F7FFA7F37A40718793B402DAB25
SRR6399805,2018-09-20 00:09:36,2017-12-21 00:43:58,63124671,18194938996,63124671,288,7458,GCA_000001405.13,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399805.sralite.1,SRX3492642,chaoexpo44_I5,WGS,MDA,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP127288,PRJNA421162,,421162,SRS2776243,SAMN08215843,simple,655179,air metagenome,chaoexpo44_I5,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA640713,,public,682AC1A23FD1948DB0A8BD2E8CC9CD1D,8554FA73420CC6AD052DD6DC98E0E4FA
SRR6399809,2018-09-20 00:09:36,2017-12-21 00:51:51,49983374,14908534598,49983374,298,5701,GCA_000001405.13,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399809.sralite.1,SRX3492638,chaoexpo44_I6,WGS,MDA,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP127288,PRJNA421162,,421162,SRS2776239,SAMN08215847,simple,655179,air metagenome,chaoexpo44_I6,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA640713,,public,E246351F8A0460B7565DFFDB65E26DD5,6F0F3434A0976B331430F617A5319524
